force_x_mean,force_x_std,force_x_rms,force_x_max,force_y_mean,force_y_std,force_y_rms,force_y_max,force_z_mean,force_z_std,force_z_rms,force_z_max,vib_x_mean,vib_x_std,vib_x_rms,vib_x_max,vib_y_mean,vib_y_std,vib_y_rms,vib_y_max,vib_z_mean,vib_z_std,vib_z_rms,vib_z_max,ae_rms_mean,ae_rms_std,ae_rms_rms,ae_rms_max,wear_level,rul
-0.9195482656088797,-1.6910996196552723,-1.6911346076964056,-1.6823889281277034,0.5113400451401275,-1.7593040703131404,-1.7590540493404843,-1.880854221216887,0.36885355454346164,-1.76493536829809,-1.7650276503059406,-1.8665101451558401,-0.34844162735692263,-1.6658948539055447,-1.6661749884586528,-1.763550280921692,-0.8816550077989322,-1.6740402640877468,-1.6745949620217742,-1.6213912823862346,-0.574988366453078,-1.6248777790867721,-1.6250675750289574,-1.7107461878226184,-1.6610847115244733,-1.2699219168671088,-1.6592926940998354,-1.7266390832434921,0,300.8355904015843
1.3620856782741824,-1.7222034970471227,-1.722047680950059,-1.6332162920320326,0.8165407589093924,-1.7278082421740104,-1.7272999325702445,-1.4737237885396004,0.5161791783071658,-1.7008417339371777,-1.7009117026705958,-1.6216189331198259,-0.2791762365800849,-1.7732086817633117,-1.7735070909353468,-1.7764541494590007,1.7698054673511745,-1.7350040288393664,-1.7318331187012066,-1.6531371339411776,0.3178357883403044,-1.6810179166965755,-1.6813208720892254,-1.547180122222193,-1.6807570168273576,-0.996727805170707,-1.6775622735580504,-1.8112158460494237,0,295.1432996177477
-0.8346184050683694,-1.5733738768165428,-1.573424451473687,-1.567060801327884,0.06715761743261262,-1.707889668977161,-1.7079470984758345,-1.52092250968991,-0.6131211491197733,-1.7005478766527335,-1.7006367174303292,-1.700365436738653,0.31830079890450463,-1.6908111865918483,-1.6910603114581841,-1.680607705072043,-0.5990855562928613,-1.6814537780780703,-1.6820197374125068,-1.9112723928144237,0.7271642839944915,-1.6080585164906598,-1.6082093903122323,-1.4918855005734182,-1.6779930088916324,-1.1804563975380946,-1.675565154207788,-1.665530057359787,0,302.08341564288247
1.089015036076929,-1.7823693993468197,-1.7823008411478318,-1.608371488150261,-0.529024651056065,-1.7294896274349143,-1.7298052111496822,-1.5486361007258014,-1.3889233196277488,-1.638855087179674,-1.638757639554192,-1.6254105137613253,-1.2465325505525755,-1.7086840757738102,-1.7084687382644819,-1.7983313956359608,0.9750282077831403,-1.6963749179354597,-1.6952715966801213,-1.6663722499610478,0.5164500530903444,-1.6625236004903183,-1.662766821345647,-1.5284178731362015,-1.664862102251419,1.7227031921830391,-1.650506957496177,-1.6795990165169215,0,300.09063491708287
1.167326370627699,-1.6548779551739456,-1.6547886792778073,-1.792505378929409,-2.525769634472444,-1.593873681987797,-1.5938470674443384,-1.533902500011038,-0.05937672666845422,-1.6242574102323057,-1.6243797210806796,-1.3588459331429699,-0.7968364183183899,-1.6431563298760474,-1.6432733948444633,-1.6499121572549498,-1.6111837063779775,-1.662374005503801,-1.6624747775436364,-1.7458447155377415,-1.580574308591108,-1.6304754812197326,-1.6298187211526163,-1.7168795402127894,-1.6587035848402378,-0.48506851559542163,-1.653898669495563,-1.7806423915239797,0,294.16962612963954
0.12590643202039722,-1.6732931378861169,-1.6733952016000626,-1.47019577088442,-0.32852800379070546,-1.560207241124906,-1.560461229484692,-1.2217763877927441,-1.5627775302389308,-1.6207537089396895,-1.6205929639408685,-1.9225932559935532,0.46875373546757054,-1.6165413803601465,-1.6167378077097725,-1.4632885433917275,0.1470878411996684,-1.6005587441542422,-1.6007216842093204,-1.3811073340847753,0.4288477628666774,-1.6008016426717477,-1.6010726595217062,-1.4617021855561927,-1.6589141323285028,-0.07205987080486552,-1.6524382497091803,-1.623492835297154,0,295.59886064126937
-1.5030701849554617,-1.5679455287783421,-1.567832994344716,-1.719566034942713,0.4061729134887296,-1.643352552631606,-1.643194600091166,-1.7282156297026028,-1.524882000737096,-1.611632047064366,-1.6114861924208308,-1.2299467824985557,-2.4210212021128696,-1.6108897191299183,-1.6092379974976079,-1.5587780760664827,0.4704649022123826,-1.64659561402385,-1.6463739625687963,-1.5361737062881784,1.0278084023619576,-1.6349406107308309,-1.6348977324390674,-1.5871574309625454,-1.622263291510492,0.10297875419577553,-1.6158113063669648,-1.5920689669716173,0,297.045993556198
0.1535809680848386,-1.630744399464641,-1.630844550126862,-1.700789087321305,-1.4678285938048918,-1.5954689797750357,-1.595856020405279,-1.1490288631277155,-0.5275249939901752,-1.5860865701479439,-1.5861856398663912,-1.3056109781722471,-0.6876048004049728,-1.5565010997336837,-1.5566736868502873,-1.6966315572405641,-1.5151095327848696,-1.5875922166390795,-1.5878014596640375,-1.5420842183922256,0.7414260788188659,-1.564418834011262,-1.5645648675456156,-1.7953133934994492,-1.60743849329779,1.0871334378160258,-1.5972532704606572,-1.5540902378980384,0,287.7015957615684
0.1644375048854589,-1.6002017216662965,-1.600301029280955,-1.535377034534511,0.2215920106193551,-1.6237629177810489,-1.6237328785383716,-1.7207936357539968,-0.4717561927620044,-1.5655998834441953,-1.5657046524880016,-1.3274886981011298,-1.6596014102220542,-1.5109004151616556,-1.5103690235803207,-1.404533822162083,0.9072811459370003,-1.567040200724317,-1.5662019638529228,-1.5636812032113188,0.42507795150303285,-1.5349631328689806,-1.535232892316845,-1.2351587187537356,-1.5548174836139963,0.6267338542104223,-1.5475663928045347,-1.667460241090546,0,291.09182510022066
-0.5932332866831318,-1.6683544320289199,-1.668438330524841,-0.9917045110484539,0.4462634882379409,-1.589538515620991,-1.589356556328162,-1.4023619612786384,-0.09670514041841291,-1.5412912411507416,-1.5414132263268936,-1.4664119466234282,0.3121478331731557,-1.5982189308868089,-1.5984674500565932,-1.4418754557318323,0.835913019081372,-1.6438207446114093,-1.643035197544386,-1.6821462229378252,0.5544200362257978,-1.579141668389875,-1.5793702537656338,-1.2115877114635525,-1.5941231347324256,-1.7929809891320676,-1.5952373080731288,-1.654062231051294,0,279.03523688623085
